12177.0,05.05.2003
12178.0,06.05.2003
12179.0,07.05.2003
12180.0,08.05.2003
12181.0,09.05.2003
12184.0,12.05.2003
12185.0,13.05.2003
12186.0,14.05.2003
12187.0,15.05.2003
12188.0,16.05.2003
12205.0,02.06.2003
12206.0,03.06.2003
12207.0,04.06.2003
12208.0,05.06.2003
12209.0,06.06.2003
12212.0,09.06.2003
12213.0,10.06.2003
12214.0,11.06.2003
12215.0,12.06.2003
12216.0,13.06.2003
12219.0,16.06.2003
12220.0,17.06.2003
12234.0,01.07.2003
12235.0,02.07.2003
12236.0,03.07.2003
12237.0,04.07.2003
12240.0,07.07.2003
12241.0,08.07.2003
12242.0,09.07.2003
12243.0,10.07.2003
12244.0,11.07.2003
12247.0,14.07.2003
12248.0,15.07.2003
12249.0,16.07.2003
12250.0,17.07.2003
