196468500,USD/JPY,2006-02-12 17:00:11.000,117.750000,117.830000,D
196468518,USD/JPY,2006-02-12 17:00:27.000,117.730000,117.810000,D
196468575,USD/JPY,2006-02-12 17:01:38.000,117.720000,117.800000,D
196468596,USD/JPY,2006-02-12 17:02:12.000,117.740000,117.780000,D
196468604,USD/JPY,2006-02-12 17:02:22.000,117.750000,117.790000,D
196468610,USD/JPY,2006-02-12 17:02:39.000,117.740000,117.780000,D
196468612,USD/JPY,2006-02-12 17:02:49.000,117.750000,117.790000,D
196468631,USD/JPY,2006-02-12 17:03:07.000,117.740000,117.780000,D
196468688,USD/JPY,2006-02-12 17:05:02.000,117.730000,117.770000,D
196468690,USD/JPY,2006-02-12 17:05:02.000,117.720000,117.760000,D
196468694,USD/JPY,2006-02-12 17:05:14.000,117.710000,117.750000,D
196468744,USD/JPY,2006-02-12 17:06:05.000,117.720000,117.760000,D
196468748,USD/JPY,2006-02-12 17:06:13.000,117.730000,117.770000,D
196468751,USD/JPY,2006-02-12 17:06:14.000,117.740000,117.780000,D
196468756,USD/JPY,2006-02-12 17:06:18.000,117.730000,117.770000,D
196468790,USD/JPY,2006-02-12 17:06:43.000,117.720000,117.760000,D
196468804,USD/JPY,2006-02-12 17:07:12.000,117.710000,117.750000,D
196468818,USD/JPY,2006-02-12 17:08:03.000,117.720000,117.760000,D
196468830,USD/JPY,2006-02-12 17:08:54.000,117.710000,117.750000,D
196468843,USD/JPY,2006-02-12 17:09:14.000,117.720000,117.760000,D
196468988,USD/JPY,2006-02-12 17:16:45.000,117.710000,117.750000,D
196469018,USD/JPY,2006-02-12 17:17:55.000,117.700000,117.740000,D
196469020,USD/JPY,2006-02-12 17:17:55.000,117.690000,117.730000,D
196469025,USD/JPY,2006-02-12 17:18:02.000,117.700000,117.740000,D
196469038,USD/JPY,2006-02-12 17:18:42.000,117.690000,117.730000,D
196469076,USD/JPY,2006-02-12 17:19:19.000,117.680000,117.720000,D
196469084,USD/JPY,2006-02-12 17:19:23.000,117.670000,117.710000,D
196469100,USD/JPY,2006-02-12 17:19:30.000,117.680000,117.720000,D
196469103,USD/JPY,2006-02-12 17:19:30.000,117.690000,117.730000,D
196469107,USD/JPY,2006-02-12 17:19:34.000,117.680000,117.720000,D
196469118,USD/JPY,2006-02-12 17:19:45.000,117.670000,117.710000,D
196469147,USD/JPY,2006-02-12 17:20:10.000,117.680000,117.720000,D
196469149,USD/JPY,2006-02-12 17:20:10.000,117.690000,117.730000,D
196469154,USD/JPY,2006-02-12 17:20:11.000,117.680000,117.720000,D
196469161,USD/JPY,2006-02-12 17:20:19.000,117.670000,117.710000,D
196469201,USD/JPY,2006-02-12 17:21:54.000,117.660000,117.700000,D
196469212,USD/JPY,2006-02-12 17:22:16.000,117.670000,117.710000,D
196469217,USD/JPY,2006-02-12 17:22:51.000,117.680000,117.720000,D
196469224,USD/JPY,2006-02-12 17:22:55.000,117.690000,117.730000,D
196469244,USD/JPY,2006-02-12 17:23:06.000,117.700000,117.740000,D
196469277,USD/JPY,2006-02-12 17:24:57.000,117.690000,117.730000,D
196469299,USD/JPY,2006-02-12 17:25:43.000,117.700000,117.740000,D
196469300,USD/JPY,2006-02-12 17:25:43.000,117.710000,117.750000,D
196469363,USD/JPY,2006-02-12 17:28:43.000,117.720000,117.760000,D
196469383,USD/JPY,2006-02-12 17:29:04.000,117.730000,117.770000,D
196469389,USD/JPY,2006-02-12 17:29:07.000,117.740000,117.780000,D
196469409,USD/JPY,2006-02-12 17:30:27.000,117.730000,117.770000,D
196469420,USD/JPY,2006-02-12 17:30:40.000,117.740000,117.780000,D
196469422,USD/JPY,2006-02-12 17:30:49.000,117.730000,117.770000,D
196469430,USD/JPY,2006-02-12 17:30:56.000,117.740000,117.780000,D
196469483,USD/JPY,2006-02-12 17:31:55.000,117.750000,117.790000,D
196469488,USD/JPY,2006-02-12 17:31:59.000,117.740000,117.780000,D
196469507,USD/JPY,2006-02-12 17:32:08.000,117.750000,117.790000,D
196469536,USD/JPY,2006-02-12 17:32:48.000,117.760000,117.800000,D
196469539,USD/JPY,2006-02-12 17:32:49.000,117.750000,117.790000,D
196469576,USD/JPY,2006-02-12 17:34:36.000,117.740000,117.780000,D
196469625,USD/JPY,2006-02-12 17:36:02.000,117.750000,117.790000,D
196469693,USD/JPY,2006-02-12 17:38:08.000,117.760000,117.800000,D
196469696,USD/JPY,2006-02-12 17:38:31.000,117.750000,117.790000,D
196469703,USD/JPY,2006-02-12 17:38:39.000,117.760000,117.800000,D
196469712,USD/JPY,2006-02-12 17:38:46.000,117.750000,117.790000,D
